% Model,array_8pzt_2cristal.mph
% Version,COMSOL 6.4.0.293
% Date,"May 11 2026, 17:01"
% Table,Probe Table 1 - 
% Time (s),"Electric potential (V), Domain Probe 1","Electric potential (V), Domain Probe 2","Electric potential (V), Domain Probe 3","Electric potential (V), Domain Probe 4","Electric potential (V), Domain Probe 5","Electric potential (V), Domain Probe 6","Electric potential (V), Domain Probe 7","Electric potential (V), Domain Probe 8"
0,0,0,0,0,0,0,0,0
2.0E-7,0.0034506544273808317,-1.0743141737053343,0.003449114763342705,0.004851836943517206,0.004852338172157549,0.004852409939221452,0.004852439877446946,0.004852341439322151
4.0E-7,-0.34837027007078825,-5.636716182039718,-0.34852115499402125,-0.3035789946685879,-0.3149841223698612,-0.3138555486339228,-0.3138508949074298,-0.31383324559010395
6.0E-7,-1.79123275949378,-9.927494636707547,-1.7900660375744781,-2.661756244409418,-2.8098343632272145,-2.758253250611215,-2.7664739787334365,-2.7659865255761122
8.0E-7,-0.5089964196350498,-7.695270748728089,-0.4903956458397889,-2.824996224306992,-3.744948225324165,-3.4058552095626324,-3.5123247029150972,-3.512925079584201
1.0E-6,2.4602855994550805,-0.9958467883330275,2.6525505834866405,1.1086149907630607,-0.16705725000745444,0.42034369031346724,0.1170478024387575,0.20838324242422698
1.2E-6,2.9465184927057924,1.931204792419398,3.062408735287908,3.6515897918633553,2.6057126591985718,3.023698073873485,2.7375867497404824,3.058862713370037
1.4E-6,-0.0644908281610662,0.759628903590942,-0.041528566337472816,0.6248237302678674,0.27211849327440646,0.11819002505649881,0.1685342495468405,0.5340866454589228
1.6E-6,-1.0463488694870935,-0.23432728329401303,-0.7958028853388897,-1.3544270398801146,-1.5041514098873843,-1.7256887464185167,-1.5140438045145441,-1.4237198272492273
1.8E-6,-0.15996391505322916,0.2629674690897959,0.23088047334811695,-0.21330322227961726,-0.24978428978652784,-0.2638551751937361,-0.1685208500344203,-0.2854077147186917
2.0E-6,0.6238625262769656,0.40543267916048314,0.7449638988038466,0.7553631129583329,0.4712229732755124,0.601091015452947,0.6007816861192623,0.5837633389314562
2.2E-6,0.2066883060608275,0.016014307358438663,0.21725477038557134,0.1611526108155212,0.05052579428229727,-0.027899986824979656,0.015630138624936542,0.08278803918268203
2.4E-6,-0.12118893057948034,-0.09408115932145196,-0.05489882612946824,-0.1183702280042084,-0.20874705620601144,-0.23769509800904848,-0.22559277650846715,-0.18749691236481605
